frequency_rank,character,pinyin
8180,第二节,di er jie
8181,没想,mei xiang
8182,贯,guan
8183,启发,qi fa
8184,柠檬,ning meng
8185,可行,ke xing
8186,蓝天,lan tian
8187,盈,ying
8188,负荷,fu he
8189,特种,te zhong
8190,尤为,you wei
8191,调查研究,diao cha yan jiu
8192,蜂,feng
8193,酝酿,yun niang
8194,签证,qian zheng
8195,不予,bu yu
8196,封面,feng mian
8197,少于,shao yu
8198,发生率,fa sheng lv
8199,完工,wan gong
8200,腹腔,fu qiang
8201,抗原,kang yuan
8202,麦当劳,mai dang lao
8203,净化,jing hua
8204,姬,ji
8205,科目,ke mu
8206,投资人,tou zi ren
8207,国防部,guo fang bu
8208,此间,ci jian
8209,椅,yi
8210,讲解,jiang jie
8211,转为,zhuan wei
8212,薄弱,bo ruo
8213,伤势,shang shi
8214,会晤,hui wu
8215,全球化,quan qiu hua
8216,面板,mian ban
8217,弓,gong
8218,暧昧,ai mei
8219,想起来,xiang qi lai
8220,冻结,dong jie
8221,想来,xiang lai
8222,祸,huo
8223,叹息,tan xi
8224,帖子,tie zi
8225,下游,xia you
8226,个性化,ge xing hua
8227,看成,kan cheng
8228,鸿,hong
8229,第一场,di yi chang
8230,皇后,huang hou
8231,人民医院,ren min yi yuan
8232,加厚,jia hou
8233,叙利亚,xu li ya
8234,撤离,che li
8235,不堪,bu kan
8236,自私,zi si
8237,反响,fan xiang
8238,汉子,han zi
8239,综合性,zong he xing
8240,卡车,ka che
8241,白宫,bai gong
8242,手表,shou biao
8243,小泉,xiao quan
8244,辅导,fu dao
8245,照射,zhao she
8246,外电,wai dian
8247,旺盛,wang sheng
8248,那次,na ci
8249,忧伤,you shang
8250,陷,xian
8251,点燃,dian ran
8252,特区,te qu
8253,有价值,you jia zhi
8254,盏,zhan
8255,器械,qi xie
8256,第四节,di si jie
8257,膝,xi
8258,万分,wan fen
8259,欣慰,xin wei
8260,啤,pi
8261,小姑娘,xiao gu niang
8262,武术,wu shu
8263,烧烤,shao kao
8264,处长,chu zhang
8265,专访,zhuan fang
8266,入侵,ru qin
8267,一点也不,yi dian ye bu
8268,干活,gan huo
8269,分组,fen zu
8270,奢华,she hua
8271,标记,biao ji
8272,艹,cao
8273,跑去,pao qu
8274,漆,qi
8275,增进,zeng jin
8276,指望,zhi wang
8277,开场,kai chang
8278,妇,fu
8279,集资,ji zi
8280,做不到,zuo bu dao
8281,无辜,wu gu
8282,音乐会,yin yue hui
8283,界定,jie ding
8284,海底,hai di
8285,拽,zhuai
8286,冬至,dong zhi
8287,喉咙,hou long
8288,陆军,lu jun
8289,伦理,lun li
8290,稳健,wen jian
8291,紫外线,zi wai xian
8292,达标,da biao
8293,计量,ji liang
8294,罪行,zui xing
8295,专业化,zhuan ye hua
8296,巴格达,ba ge da
8297,膝盖,xi gai
8298,舌,she
8299,马克思,ma ke si
8300,星期一,xing qi yi
8301,火炬,huo ju
8302,兴起,xing qi
8303,澳洲,ao zhou
8304,可供,ke gong
8305,片段,pian duan
8306,流出,liu chu
8307,跳水,tiao shui
8308,各族,ge zu
8309,浇,jiao
8310,浓缩,nong suo
8311,河北省,he bei sheng
8312,到时,dao shi
8313,沙漠,sha mo
8314,充当,chong dang
8315,籽,zi
8316,查出,cha chu
8317,开学,kai xue
8318,指南,zhi nan
8319,年产,nian chan
8320,咽,yan
8321,班子,ban zi
8322,灾区,zai qu
8323,契机,qi ji
8324,新中国,xin zhong guo
8325,上天,shang tian
8326,嗲,die
8327,喘,chuan
8328,称赞,cheng zan
8329,辽,liao
8330,合作社,he zuo she
8331,滋润,zi run
8332,何处,he chu
8333,李先生,li xian sheng
8334,受灾,shou zai
8335,避开,bi kai
8336,飞行员,fei xing yuan
8337,心理学,xin li xue
8338,受贿,shou hui
8339,培训班,pei xun ban
8340,接轨,jie gui
8341,附加,fu jia
8342,天啊,tian a
8343,搬迁,ban qian
8344,强奸,qiang jian
8345,数千,shu qian
8346,鉴别,jian bie
8347,策,ce
8348,收支,shou zhi
8349,英文,ying wen
8350,台阶,tai jie
8351,桔,ju
8352,第三节,di san jie
8353,指挥部,zhi hui bu
8354,安定,an ding
8355,协同,xie tong
8356,暖暖,nuan nuan
8357,扭转,niu zhuan
8358,杀害,sha hai
8359,时空,shi kong
8360,派遣,pai qian
8361,瘾,yin
8362,投降,tou xiang
8363,绿地,lv di
8364,泉州,quan zhou
8365,工人阶级,gong ren jie ji
8366,刑法,xing fa
8367,田径,tian jing
8368,描写,miao xie
8369,沉淀,chen dian
8370,自来水,zi lai shui
8371,徘徊,pai huai
8372,传染病,chuan ran bing
8373,弘扬,hong yang
8374,淮,huai
8375,随手,sui shou
8376,修养,xiu yang
8377,农业部,nong ye bu
8378,视察,shi cha
8379,愈合,yu he
8380,东盟,dong meng
8381,杯子,bei zi
8382,历,li
8383,神舟,shen zhou
8384,旋,xuan
8385,内科,nei ke
8386,精选,jing xuan
8387,快报,kuai bao
8388,吃饱,chi bao
8389,体质,ti zhi
8390,几年来,ji nian lai
8391,假日,jia ri
8392,趋于,qu yu
8393,致富,zhi fu
8394,畔,pan
8395,前沿,qian yan
8396,转入,zhuan ru
8397,印刷,yin shua
8398,贺,he
8399,光线,guang xian
8400,解答,jie da
8401,议论,yi lun
8402,老太太,lao tai tai
8403,美妙,mei miao
8404,可乐,ke le
8405,宴,yan
8406,前列,qian lie
8407,羊肉,yang rou
8408,法案,fa an
8409,可不是,ke bu shi
8410,指甲,zhi jia
8411,汛,xun
8412,监视,jian shi
8413,大牌,da pai
8414,瓷,ci
8415,药店,yao dian
8416,柄,bing
8417,器材,qi cai
8418,父子,fu zi
8419,入市,ru shi
8420,终点,zhong dian
8421,雕塑,diao su
8422,较差,jiao cha
8423,青海,qing hai
8424,实事求是,shi shi qiu shi
8425,角逐,jue zhu
8426,保姆,bao mu
8427,倾听,qing ting
8428,公元,gong yuan
8429,油田,you tian
8430,坦言,tan yan
8431,卡通,ka tong
8432,寒假,han jia
8433,滞后,zhi hou
8434,统计学,tong ji xue
8435,副作用,fu zuo yong
8436,血浆,xue jiang
8437,粤,yue
8438,臀,tun
8439,宣告,xuan gao
8440,不分,bu fen
8441,迫使,po shi
8442,吸取,xi qu
8443,颅,lu
8444,揭露,jie lu
8445,感性,gan xing
8446,渔业,yu ye
8447,亲属,qin shu
8448,计划生育,ji hua sheng yu
8449,阻挡,zu dang
8450,驴,lv
8451,饮用,yin yong
8452,杏,xing
8453,束缚,shu fu
8454,建行,jian hang
8455,怔,zheng
8456,人民日报,ren min ri bao
8457,此处,ci chu
8458,雅虎,ya hu
8459,月饼,yue bing
8460,号称,hao cheng
8461,除此之外,chu ci zhi wai
8462,薯,shu
8463,摆放,bai fang
8464,新西兰,xin xi lan
8465,番茄,fan qie
8466,踏实,ta shi
8467,奢侈,she chi
8468,走廊,zou lang
8469,残疾,can ji
8470,黑人,hei ren
8471,助手,zhu shou
8472,窑,yao
8473,钗,chai
8474,三亚,san ya
8475,持平,chi ping
8476,旗舰,qi jian
8477,前日,qian ri
8478,打架,da jia
8479,慎重,shen zhong
8480,围棋,wei qi
8481,宣传部,xuan chuan bu
8482,揉,rou
8483,律,lv
8484,第三届,di san jie
8485,外长,wai zhang
8486,花样,hua yang
8487,倾销,qing xiao
8488,自治,zi zhi
8489,長,zhang
8490,自制,zi zhi
8491,模块,mo kuai
8492,揭开,jie kai
8493,处方,chu fang
8494,喜剧,xi ju
8495,周杰伦,zhou jie lun
8496,架构,jia gou
8497,誰,shui
8498,画家,hua jia
8499,符号,fu hao
8500,中医药,zhong yi yao
8501,诚实,cheng shi
8502,摧毁,cui hui
8503,清华大学,qing hua da xue
8504,革新,ge xin
8505,打败,da bai
8506,冰冷,bing leng
8507,电路,dian lu
8508,第一季度,di yi ji du
8509,掩盖,yan gai
8510,个人所得,ge ren suo de
8511,星球,xing qiu
8512,双人,shuang ren
8513,城市化,cheng shi hua
8514,握手,wo shou
8515,传送,chuan song
8516,本着,ben zhe
8517,餐馆,can guan
8518,传言,chuan yan
8519,综合征,zong he zheng
8520,高三,gao san
8521,近百,jin bai
8522,水肿,shui zhong
8523,代表大会,dai biao da hui
8524,抢购,qiang gou
8525,回想,hui xiang
8526,发球,fa qiu
8527,打扰,da rao
8528,湖南省,hu nan sheng
8529,雷达,lei da
8530,蹦,beng
8531,翅膀,chi bang
8532,凋,diao
8533,妥协,tuo xie
8534,冬装,dong zhuang
8535,海啸,hai xiao
8536,坚信,jian xin
8537,老实,lao shi
8538,闪电,shan dian
8539,统统,tong tong
8540,确切,que qie
8541,口服,kou fu
8542,直销,zhi xiao
8543,打底,da di
8544,准时,zhun shi
8545,杂交,za jiao
8546,爱护,ai hu
8547,化肥,hua fei
8548,世间,shi jian
8549,到场,dao chang
8550,诠释,quan shi
8551,坊,fang
8552,编写,bian xie
8553,职场,zhi chang
8554,体温,ti wen
8555,肥胖,fei pang
8556,佢,qu
8557,僧,seng
8558,不料,bu liao
8559,虹,hong
8560,品位,pin wei
8561,影院,ying yuan
8562,木材,mu cai
8563,霍,huo
8564,茨,ci
8565,庙,miao
8566,心脏病,xin zang bing
8567,墙壁,qiang bi
8568,凝聚,ning ju
8569,前卫,qian wei
8570,根源,gen yuan
8571,招收,zhao shou
8572,遇难,yu nan
8573,太原,tai yuan
8574,储存,chu cun
8575,话剧,hua ju
8576,仲裁,zhong cai
8577,饮水,yin shui
8578,草根,cao gen
8579,自动化,zi dong hua
8580,务工,wu gong
8581,浸,jin
8582,谐,xie
8583,扰,rao
8584,立马,li ma
8585,至关重要,zhi guan zhong yao
8586,捉,zhuo
8587,裁,cai
8588,熬夜,ao ye
8589,立足,li zu
8590,芒果,mang guo
8591,部落,bu luo
8592,公关,gong guan
8593,看中,kan zhong
8594,医务,yi wu
8595,下令,xia ling
8596,洗衣,xi yi
8597,猴子,hou zi
8598,致电,zhi dian
8599,烦躁,fan zao
8600,抽出,chou chu
8601,燃气,ran qi
8602,动用,dong yong
8603,惠普,hui pu
8604,头晕,tou yun
8605,佛教,fo jiao
8606,从业人员,cong ye ren yuan
8607,剥夺,bo duo
8608,据此,ju ci
8609,战斗力,zhan dou li
8610,诱发,you fa
8611,财政收入,cai zheng shou ru
8612,代表性,dai biao xing
8613,天津市,tian jin shi
8614,震动,zhen dong
8615,访谈,fang tan
8616,覆,fu
8617,年终,nian zhong
8618,压制,ya zhi
8619,序列,xu lie
8620,糊,hu
8621,筷子,kuai zi
8622,期盼,qi pan
8623,八卦,ba gua
8624,供需,gong xu
8625,東,dong
8626,美联社,mei lian she
8627,遣,qian
8628,全国政协,quan guo zheng xie
8629,础,chu
8630,小明,xiao ming
8631,简约,jian yue
8632,科普,ke pu
8633,通往,tong wang
8634,置换,zhi huan
8635,妊娠,ren shen
8636,高举,gao ju
8637,简介,jian jie
8638,昆,kun
8639,永久,yong jiu
8640,散步,san bu
8641,橘,ju
8642,失利,shi li
8643,东海,dong hai
8644,不平衡,bu ping heng
8645,树木,shu mu
8646,下场,xia chang
8647,蚊,wen
8648,银行业,yin hang ye
8649,赎回,shu hui
8650,裙子,qun zi
8651,女郎,nv lang
8652,溜,liu
8653,珍,zhen
8654,真情,zhen qing
8655,但愿,dan yuan
8656,中队,zhong dui
8657,无穷,wu qiong
8658,写字楼,xie zi lou
8659,北美,bei mei
8660,弃权,qi quan
8661,博览会,bo lan hui
8662,戴尔,dai er
8663,班长,ban zhang
8664,近代,jin dai
8665,小吃,xiao chi
8666,集装箱,ji zhuang xiang
8667,彩虹,cai hong
8668,骨头,gu tou
8669,所得税,suo de shui
8670,欢呼,huan hu
8671,裡,li
8672,拥挤,yong ji
8673,得手,de shou
8674,国庆,guo qing
8675,谈起,tan qi
8676,定量,ding liang
8677,多功能,duo gong neng
8678,相识,xiang shi
8679,良心,liang xin
8680,赫,he
8681,低温,di wen
8682,强力,qiang li
8683,金刚,jin gang
8684,筋,jin
8685,洛阳,luo yang
8686,无视,wu shi
8687,可疑,ke yi
8688,惜,xi
8689,卸,xie
8690,长官,zhang guan
8691,警车,jing che
8692,闭上,bi shang
8693,敬请,jing qing
8694,大力支持,da li zhi chi
8695,测算,ce suan
8696,无偿,wu chang
8697,督,du
8698,绘画,hui hua
8699,可笑,ke xiao
8700,海岸,hai an
8701,高涨,gao zhang
8702,氟,fu
8703,同伴,tong ban
8704,扭曲,niu qu
8705,牛市,niu shi
8706,严禁,yan jin
8707,瓶颈,ping jing
8708,兵力,bing li
8709,政法,zheng fa
8710,招商引资,zhao shang yin zi
8711,多达,duo da
8712,嗓子,sang zi
8713,误解,wu jie
8714,专注,zhuan zhu
8715,自发,zi fa
8716,轻度,qing du
8717,诱人,you ren
8718,逸,yi
8719,示威,shi wei
8720,坏人,huai ren
8721,郑智,zheng zhi
8722,贯穿,guan chuan
8723,层层,ceng ceng
8724,无缘,wu yuan
8725,吃东西,chi dong xi
8726,报表,bao biao
8727,玫,mei
8728,流畅,liu chang
8729,来信,lai xin
8730,高水平,gao shui ping
8731,明亮,ming liang
8732,进城,jin cheng
8733,艰巨,jian ju
8734,忧虑,you lv
8735,扒,ba
8736,氖,nai
8737,潜艇,qian ting
8738,卫冕,wei mian
8739,身着,shen zhe
8740,纠缠,jiu chan
8741,农场,nong chang
8742,慕,mu
8743,前行,qian xing
8744,毛巾,mao jin
8745,深深的,shen shen de
8746,出演,chu yan
8747,改良,gai liang
8748,观测,guan ce
8749,刷新,shua xin
8750,简化,jian hua
8751,哇哇,wa wa
8752,一心,yi xin
8753,晚报,wan bao
8754,表白,biao bai
8755,查获,cha huo
8756,交纳,jiao na
8757,入院,ru yuan
8758,重返,chong fan
8759,考古,kao gu
8760,警示,jing shi
8761,首脑,shou nao
8762,全文,quan wen
8763,日渐,ri jian
8764,日元,ri yuan
8765,观赏,guan shang
8766,出线,chu xian
8767,教育局,jiao yu ju
8768,残留,can liu
8769,问问,wen wen
8770,字样,zi yang
8771,前场,qian chang
8772,黄瓜,huang gua
8773,牢牢,lao lao
8774,埂,geng
8775,摘要,zhai yao
8776,观光,guan guang
8777,省份,sheng fen
8778,太阳能,tai yang neng
8779,金陵,jin ling
8780,已久,yi jiu
8781,坛,tan
8782,挣钱,zheng qian
8783,身价,shen jia
8784,打听,da ting
8785,肇事,zhao shi
8786,留学生,liu xue sheng
8787,上任,shang ren
8788,滑雪,hua xue
8789,机动,ji dong
8790,客气,ke qi
8791,推开,tui kai
8792,下课,xia ke
8793,胡萝卜,hu luo bo
8794,一齐,yi qi
8795,揭晓,jie xiao
8796,禄,lu
8797,二手,er shou
8798,變,bian
8799,阻,zu
8800,按键,an jian
8801,流星,liu xing
8802,实地,shi di
8803,怀里,huai li
8804,疗,liao
8805,旋律,xuan lv
8806,并列,bing lie
8807,品尝,pin chang
8808,放出,fang chu
8809,执教,zhi jiao
8810,面色,mian se
8811,郅,zhi
8812,重心,zhong xin
8813,烟草,yan cao
8814,分流,fen liu
8815,麻痹,ma bi
8816,引领,yin ling
8817,袜,wa
8818,畅通,chang tong
8819,持有人,chi you ren
8820,富人,fu ren
8821,追踪,zhui zong
8822,倒入,dao ru
8823,排斥,pai chi
8824,规矩,gui ju
8825,捷,jie
8826,捅,tong
8827,堤,di
8828,反射,fan she
8829,释,shi
8830,火焰,huo yan
8831,淋巴结,lin ba jie
8832,吕,lv
8833,好感,hao gan
8834,遮,zhe
8835,嫌疑,xian yi
8836,遥,yao
8837,穆,mu
8838,清算,qing suan
8839,小米,xiao mi
8840,未曾,wei ceng
8841,昂贵,ang gui
8842,展望,zhan wang
8843,尾巴,wei ba
8844,本是,ben shi
8845,侍,shi
8846,保管,bao guan
8847,市场价格,shi chang jia ge
8848,有的是,you de shi
8849,暑假,shu jia
8850,充电,chong dian
8851,好么,hao me
8852,代言人,dai yan ren
8853,瞄准,miao zhun
8854,車,che
8855,京报,jing bao
8856,国安,guo an
8857,利物浦,li wu pu
8858,重申,chong shen
8859,心意,xin yi
8860,乘车,cheng che
8861,谜,mi
8862,试行,shi xing
8863,洛杉矶,luo shan ji
8864,界限,jie xian
8865,辩护,bian hu
8866,塑,su
8867,鹅,e
8868,动感,dong gan
8869,查明,cha ming
8870,财力,cai li
8871,公款,gong kuan
8872,兑现,dui xian
8873,錯,cuo
8874,对立,dui li
8875,零食,ling shi
8876,函数,han shu
8877,拥护,yong hu
8878,難,nan
8879,新房,xin fang
8880,制剂,zhi ji
8881,要不是,yao bu shi
8882,凡事,fan shi
8883,异地,yi di
8884,高尚,gao shang
8885,亲手,qin shou
8886,钾,jia
8887,提及,ti ji
8888,就诊,jiu zhen
8889,电影院,dian ying yuan
8890,陷阱,xian jing
8891,常年,chang nian
8892,张扬,zhang yang
8893,扮,ban
8894,年均,nian jun
8895,包子,bao zi
8896,泵,beng
8897,毒性,du xing
8898,后方,hou fang
8899,深远,shen yuan
8900,少许,shao xu
8901,白酒,bai jiu
8902,凹,ao
8903,場,chang
8904,南海,nan hai
8905,拌,ban
8906,活塞,huo sai
8907,任性,ren xing
8908,兼职,jian zhi
8909,馒头,man tou
8910,不光,bu guang
8911,偿还,chang huan
8912,妮,ni
8913,定制,ding zhi
8914,法宝,fa bao
8915,太后,tai hou
8916,碉堡,diao bao
8917,筹集,chou ji
8918,改装,gai zhuang
8919,被盗,bei dao
8920,缺失,que shi
8921,称呼,cheng hu
8922,弦,xian
8923,胜负,sheng fu
8924,动摇,dong yao
8925,输送,shu song
8926,大户,da hu
8927,白云,bai yun
8928,奔波,ben bo
8929,死于,si yu
8930,不至于,bu zhi yu
8931,代表人,dai biao ren
8932,不由得,bu you de
8933,再现,zai xian
8934,相连,xiang lian
8935,老挝,lao wo
8936,录制,lu zhi
8937,违章,wei zhang
8938,穿衣,chuan yi
8939,中性,zhong xing
8940,财物,cai wu
8941,恰当,qia dang
8942,电压,dian ya
8943,来得及,lai de ji
8944,浦东,pu dong
8945,矿产,kuang chan
8946,不只是,bu zhi shi
8947,牛仔裤,niu zai ku
8948,罪恶,zui e
8949,打入,da ru
8950,搭档,da dang
8951,弥漫,mi man
8952,发病率,fa bing lv
8953,住宿,zhu su
8954,过滤,guo lv
8955,奶茶,nai cha
8956,不经意,bu jing yi
8957,福特,fu te
8958,行车,xing che
8959,人性化,ren xing hua
8960,糊涂,hu tu
8961,天鹅,tian e
8962,进出,jin chu
8963,商贸,shang mao
8964,庆幸,qing xing
8965,柏林,bo lin
8966,大姐,da jie
8967,吉祥,ji xiang
8968,现身,xian shen
8969,生化,sheng hua
8970,优异,you yi
8971,出炉,chu lu
8972,贴近,tie jin
8973,人质,ren zhi
8974,摇滚,yao gun
8975,械,xie
8976,招牌,zhao pai
8977,老者,lao zhe
8978,羽毛球,yu mao qiu
8979,考场,kao chang
8980,船上,chuan shang
8981,名片,ming pian
8982,编剧,bian ju
8983,绳,sheng
8984,老夫,lao fu
8985,愣,leng
8986,安徽省,an hui sheng
8987,刘某,liu mou
8988,沙滩,sha tan
8989,增殖,zeng zhi
8990,历经,li jing
8991,额外,e wai
8992,要点,yao dian
8993,人手,ren shou
8994,不服,bu fu
8995,逃离,tao li
8996,沽,gu
8997,崩,beng
8998,市盈率,shi ying lv
8999,容忍,rong ren
9000,傻瓜,sha gua
9001,注视,zhu shi
9002,联系人,lian xi ren
9003,物体,wu ti
9004,第一家,di yi jia
9005,必需,bi xu
9006,听话,ting hua
9007,官司,guan si
9008,印度尼西亚,yin du ni xi ya
9009,造影,zao ying
9010,万科,wan ke
9011,欢喜,huan xi
9012,勤奋,qin fen
9013,迟迟,chi chi
9014,紧接着,jin jie zhe
9015,好坏,hao huai
9016,普通人,pu tong ren
9017,闪闪,shan shan
9018,仿,fang
9019,战友,zhan you
9020,函,han
9021,心酸,xin suan
9022,自助,zi zhu
9023,故乡,gu xiang
9024,不尽,bu jin
9025,樱,ying
9026,实事,shi shi
9027,书写,shu xie
9028,悬挂,xuan gua
9029,备用,bei yong
9030,梦见,meng jian
9031,民用,min yong
9032,起草,qi cao
9033,挽回,wan hui
9034,厂长,chang zhang
9035,标题,biao ti
9036,守护,shou hu
9037,刹车,sha che
9038,消费品,xiao fei pin
9039,野生,ye sheng
9040,赞扬,zan yang
9041,跑步,pao bu
9042,崇高,chong gao
9043,溃疡,kui yang
9044,神圣,shen sheng
9045,潭,tan
9046,月球,yue qiu
9047,凭证,ping zheng
9048,罢工,ba gong
9049,大多是,da duo shi
9050,犀利,xi li
9051,白痴,bai chi
9052,纯洁,chun jie
9053,大熊猫,da xiong mao
9054,鹤,he
9055,案发,an fa
9056,骨髓,gu sui
9057,国道,guo dao
9058,远方,yuan fang
9059,浪潮,lang chao
9060,棋手,qi shou
9061,怪不得,guai bu de
9062,辈,bei
9063,入围,ru wei
9064,大夫,da fu
9065,大汉,da han
9066,导游,dao you
9067,演练,yan lian
9068,付款,fu kuan
9069,椎,chui
9070,创伤,chuang shang
9071,装扮,zhuang ban
9072,为难,wei nan
9073,牵挂,qian gua
9074,死亡率,si wang lv
9075,席位,xi wei
9076,王国,wang guo
9077,长发,chang fa
9078,招募,zhao mu
9079,終,zhong
9080,熏,xun
9081,初一,chu yi
9082,探测,tan ce
9083,高质量,gao zhi liang
9084,黑夜,hei ye
9085,星期五,xing qi wu
9086,涛,tao
9087,养生,yang sheng
9088,穗,sui
9089,西装,xi zhuang
9090,結,jie
9091,袜子,wa zi
9092,腻,ni
9093,不知不觉,bu zhi bu jue
9094,纺,fang
9095,丹麦,dan mai
9096,无须,wu xu
9097,妈咪,ma mi
9098,副省长,fu sheng zhang
9099,高产,gao chan
9100,揭,jie
9101,香味,xiang wei
9102,混蛋,hun dan
9103,农田,nong tian
9104,已然,yi ran
9105,搂,lou
9106,况且,kuang qie
9107,命题,ming ti
9108,吉他,ji ta
9109,苍白,cang bai
9110,费德勒,fei de lei
9111,忠实,zhong shi
9112,急剧,ji ju
9113,纤,xian
9114,央,yang
9115,接入,jie ru
9116,外壳,wai ke
9117,胃肠,wei chang
9118,河流,he liu
9119,相声,xiang sheng
9120,缘故,yuan gu
9121,学业,xue ye
9122,笑笑,xiao xiao
9123,礼仪,li yi
9124,拼搏,pin bo
9125,該,gai
9126,外人,wai ren
9127,姑,gu
9128,力求,li qiu
9129,湖北省,hu bei sheng
9130,体操,ti cao
9131,鑫,xin
9132,辰,chen
9133,售后服务,shou hou fu wu
9134,碎片,sui pian
9135,进取,jin qu
9136,哈马斯,ha ma si
9137,抚,fu
9138,冲洗,chong xi
9139,上将,shang jiang
9140,兼并,jian bing
9141,红利,hong li
9142,中关村,zhong guan cun
9143,惯,guan
9144,底下,di xia
9145,星期六,xing qi liu
9146,机理,ji li
9147,创立,chuang li
9148,居委会,ju wei hui
9149,换上,huan shang
9150,配方,pei fang
9151,山水,shan shui
9152,总公司,zong gong si
9153,就在于,jiu zai yu
9154,头号,tou hao
9155,梢,shao
9156,起伏,qi fu
9157,指向,zhi xiang
9158,有病,you bing
9159,头球,tou qiu
9160,俏,qiao
9161,气愤,qi fen
9162,悬念,xuan nian
9163,得罪,de zui
9164,雕,diao
9165,涵,han
9166,法则,fa ze
9167,该死,gai si
9168,琳,lin
9169,笼,long
9170,肺癌,fei ai
9171,监事会,jian shi hui
9172,战机,zhan ji
9173,商用,shang yong
9174,寻常,xun chang
9175,中行,zhong hang
9176,邓,deng
9177,坏事,huai shi
9178,轰炸,hong zha
9179,屋顶,wu ding
9180,建房,jian fang
9181,推测,tui ce
9182,呼呼,hu hu
9183,凶手,xiong shou
9184,飯,fan
9185,香烟,xiang yan
9186,孟,meng
9187,报社,bao she
9188,新生儿,xin sheng er
9189,烧伤,shao shang
9190,牢,lao
9191,贵阳市,gui yang shi
9192,眉头,mei tou
9193,澄清,cheng qing
9194,富豪,fu hao
9195,性命,xing ming
9196,集会,ji hui
9197,廉价,lian jia
9198,发泄,fa xie
9199,坪,ping
9200,对接,dui jie
9201,老娘,lao niang
9202,助学,zhu xue
9203,后勤,hou qin
9204,荡,dang
